Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Stryker,2499,United States,https://www.stryker.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Stryker is a medical technology company that offers products and services in orthopaedics.,crunchbase,https://www.crunchbase.com/organization/stryker,2024-05-16,111,-7.058823529411765,4.4,0,2936,20,2,77,0,0,2524,92,19.444444444444446,3.9,14,2378,0,0,5,0,0,5,5,0,1,82,0,0,0,15,4,2,0,10,2,13,50,4,1,2,0,5,5,1,2,180,1523,Kalamazoo,Michigan,https://parat.eto.tech/company/2499-stryker
Citadel,384,United States,http://www.citadel.com/,,Citadel Securities,North America,Mature,Banking & Investment Services,"Citadel is one of the world's leading alternative investment firms,pursuing long-term returns for preeminent public and private institutions",crunchbase,https://www.crunchbase.com/organization/citadel,2024-05-16,60,2.904040404040405,4.1,14,1526,8,16,6,1,3,1480,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1513,Chicago,Illinois,https://parat.eto.tech/company/384-citadel
Duke Energy,2294,United States,https://www.duke-energy.com/,S&P 500,,North America,Mature,Utilities,Duke Energy makes life better for every day by providing electric and gas services in a sustainable way.,crunchbase,https://www.crunchbase.com/organization/duke-energy-corporation,2024-05-16,30,211.1111111111111,12.0,0,1105,22,0,1,0,0,249,1,,3.3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,189,1510,Charlotte,North Carolina,https://parat.eto.tech/company/2294-duke-energy
T. Rowe Price Group,2502,United States,https://www.troweprice.com/,S&P 500,,North America,Mature,Banking & Investment Services,T. Rowe Price is an investment management firm that focuses on funding technology startups.,crunchbase,https://www.crunchbase.com/organization/t-rowe-price,2024-05-16,0,,0.0,0,0,0,0,0,0,0,40,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1510,Baltimore,Maryland,https://parat.eto.tech/company/2502-t-rowe-price-group
KLA-Tencor,1707,United States,https://www.kla.com/,S&P 500,,North America,Mature,Technology Equipment,KLA Tencor is a distributor of process control and yield management solutions that offers learning and knowledge services for its users.,crunchbase,https://www.crunchbase.com/organization/kla-tencor,2024-05-16,114,26.27800269905533,15.9,20,2289,69,8,8,2,1,716,208,6.778309409888357,11.8,134,1763,0,0,1,0,0,0,0,0,11,1,0,0,0,102,13,0,131,12,0,12,136,15,0,8,0,111,1,0,0,91,1503,Milpitas,California,https://parat.eto.tech/company/1707-kla-tencor
Macy's,2176,United States,https://www.macys.com/,,,North America,Mature,Retailers,"Macy’s is an omnichannel retailer of beauty, fashion, home decor, and more products.",crunchbase,https://www.crunchbase.com/organization/macys,2024-05-16,1,,12.5,0,1,0,0,0,0,0,8,1,,100.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1491,New York,New York,https://parat.eto.tech/company/2176-macys
Western Union,2540,United States,https://corporate.westernunion.com/,,,North America,Mature,Industrial & Commercial Services,"Western Union provides consumers and businesses with fast, reliable and convenient ways to send and receive money around the world.",crunchbase,https://www.crunchbase.com/organization/western-union,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,1,,11.1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171,1474,Denver,Colorado,https://parat.eto.tech/company/2540-western-union
Dropbox,423,United States,http://www.dropbox.com,,,North America,Mature,Software & IT Services,"Dropbox is a smart workspace company that provides secure file sharing, collaboration, and storage solutions.",crunchbase,https://www.crunchbase.com/organization/dropbox,2024-05-16,2,-100.0,4.9,1,66,1,0,0,0,0,41,42,88.88888888888887,8.2,27,514,0,0,6,0,0,0,0,0,0,0,0,0,0,35,0,1,0,16,0,0,4,0,0,6,2,0,6,0,2,158,1472,San Francisco,California,https://parat.eto.tech/company/423-dropbox
Seagate Technology,2485,United States,https://www.seagate.com/,S&P 500,,North America,Mature,Technology Equipment,"Seagate is a data storage and hardware company that offers hard disk drives (HDDs), solid-state drives (SSDs), and other storage solutions.",crunchbase,https://www.crunchbase.com/organization/seagate,2024-05-16,38,413.3333333333333,6.4,2,266,8,1,1,0,1,595,41,12.857142857142858,1.9,31,2129,0,0,0,0,0,0,1,0,0,3,0,0,0,28,2,6,1,8,1,2,6,1,0,2,0,6,0,0,0,107,1472,Cupertino,California,https://parat.eto.tech/company/2485-seagate-technology
Lyft,557,United States,http://lyft.com,,,North America,Mature,Software & IT Services,"Lyft designs, markets, and operates a mobile application that matches drivers with passengers who request rides.",crunchbase,https://www.crunchbase.com/organization/lyft,2024-05-16,43,22.222222222222225,44.8,11,3892,13,2,10,1,0,96,111,255.4131054131054,21.9,58,508,0,14,39,1,0,0,0,0,0,1,0,0,0,36,2,0,0,29,66,5,21,48,1,8,0,39,35,0,3,286,1468,San Francisco,California,https://parat.eto.tech/company/557-lyft
Synchrony Financial,2501,United States,https://www.synchronyfinancial.com/,S&P 500,,North America,Mature,Banking & Investment Services,Synchrony is a consumer financial services company.,crunchbase,https://www.crunchbase.com/organization/synchrony-financial,2024-05-16,1,-100.0,20.0,0,76,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1460,Stamford,Connecticut,https://parat.eto.tech/company/2501-synchrony-financial
Zillow,780,United States,http://www.zillow.com,,,North America,Mature,Real Estate,"Zillow is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.",crunchbase,https://www.crunchbase.com/organization/zillow,2024-05-16,41,25.396825396825403,42.7,14,1276,23,1,0,1,0,96,15,-100.0,48.4,5,31,0,0,6,0,0,0,0,0,0,0,0,0,0,11,2,0,0,6,5,3,12,2,0,0,0,5,3,0,0,229,1459,Seattle,Washington,https://parat.eto.tech/company/780-zillow
Fifth Third Bancorp,2319,United States,https://www.53.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Fifth Third Bancorp is a diversified financial services company, that specializes in small business, retail banking, investments.",crunchbase,https://www.crunchbase.com/organization/fifth-third-bancorp,2024-05-16,0,,0.0,0,0,0,0,0,0,0,3,1,,25.0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1453,Cincinnati,Ohio,https://parat.eto.tech/company/2319-fifth-third-bancorp
Paycom,2452,United States,http://www.paycom.com/,S&P 500,,North America,Mature,Software & IT Services,"Paycom specializes in Human Capital Management, providing software that simplifies things and reduces costs.",crunchbase,https://www.crunchbase.com/organization/paycom,2024-05-16,1,,100.0,0,1,0,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1442,Oklahoma,Oklahoma,https://parat.eto.tech/company/2452-paycom
M&T Bank,2402,United States,https://www3.mtb.com/,S&P 500,,North America,Mature,Banking & Investment Services,"M&T Bank provides banking, investment, insurance, and mortgage financial services.",crunchbase,https://www.crunchbase.com/organization/m-t-bank,2024-05-16,0,,0.0,0,0,0,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1437,Buffalo,New York,https://parat.eto.tech/company/2402-m-t-bank
Philip Morris International,2118,United States,https://www.pmi.com/,S&P 500,,North America,Mature,Food & Beverages,Philip Morris International is a tobacco company that sells and manufactures cigarettes.,crunchbase,https:// https://www.crunchbase.com/organization/philip-morris-international,2024-05-16,8,0.0,1.1,0,96,0,3,0,0,0,735,3,,0.1,0,2645,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,359,1404,New York,New York,https://parat.eto.tech/company/2118-philip-morris-international
Coca-Cola,2096,United States,https://www.coca-colacompany.com/,S&P 500,,North America,Mature,Food & Beverages,"The Coca-Cola Company distributes coke, diet coke, and other soft drinks.",crunchbase,https:// https://www.crunchbase.com/organization/the-coca-cola-company,2024-05-16,5,0.0,1.1,0,19,0,0,1,1,0,442,1,-100.0,0.2,1,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322,1392,Atlanta,Georgia,https://parat.eto.tech/company/2096-coca-cola
Coupang,400,South Korea,http://www.coupang.com/,,,Asia,Mature,Software & IT Services,"Coupang sells apparel, electronics, and footwear products.",crunchbase,https://www.crunchbase.com/organization/coupang,2024-05-16,11,200.0,50.0,10,43,3,2,0,2,3,22,132,,7.8,60,1699,0,11,118,0,0,0,0,0,1,0,0,0,3,85,0,7,0,21,1,4,3,0,0,3,0,1,60,0,1,216,1392,Seoul,Seoul-T'ukpyolsi,https://parat.eto.tech/company/400-coupang
Align Technology,2201,United States,http://www.aligntech.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Align Technology, Inc. designs, manufactures, and markets the invisalign system for treating malocclusion or the misalignment of teeth.",crunchbase,https://www.crunchbase.com/organization/align-technology,2024-05-16,4,,3.6,1,88,3,1,0,0,1,112,95,190.83333333333334,16.9,38,562,0,0,0,0,0,1,0,0,11,84,0,0,0,12,0,0,0,6,0,22,78,2,0,0,0,6,0,0,0,130,1358,San Jose,California,https://parat.eto.tech/company/2201-align-technology
Assurant,2222,United States,https://www.assurant.com/,S&P 500,,North America,Mature,Insurance,Assurant provides protection products and related services to safeguard companies against risks.,crunchbase,https://www.crunchbase.com/organization/assurant,2024-05-16,0,,0,0,0,0,0,0,0,0,0,16,66.66666666666667,29.6,6,54,0,2,6,0,0,0,0,0,0,0,0,0,0,12,0,4,0,9,0,5,2,1,0,0,0,0,3,0,0,252,1354,New York,New York,https://parat.eto.tech/company/2222-assurant
Verisk Analytics,2528,United States,https://www.verisk.com/,S&P 500,,North America,Mature,Unknown,Verisk Analytics enables risk-bearing businesses for better understand and manage their risks.,crunchbase,https://www.crunchbase.com/organization/verisk-analytics,2024-05-16,28,8.730158730158733,25.9,12,3315,14,3,0,2,1,108,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1353,Jersey City,New Jersey,https://parat.eto.tech/company/2528-verisk-analytics
Msci,2423,United States,https://www.msci.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,MSCI is a provider of investment decision support tools to investment institutions worldwide.,crunchbase,https://www.crunchbase.com/organization/msci,2024-05-16,3,,5.4,0,44,1,2,0,0,0,56,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,1347,New York,New York,https://parat.eto.tech/company/2423-msci
Bristol-Myers Squibb,1395,United States,http://www.bms.com,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"Bristol-Myers Squibb engages in the discovery, development, licensing, manufacturing, marketing, distribution and sale of pharmaceuticals.",crunchbase,https://www.crunchbase.com/organization/bristol-myers-squibb,2024-05-16,90,39.20634920634921,0.6,2,2038,22,6,3,0,3,14241,24,-75.0,1.3,2,1835,0,0,0,0,0,0,0,0,0,18,0,0,0,16,0,0,0,0,0,2,8,0,0,5,0,1,0,0,0,418,1328,Lawrenceville,New Jersey,https://parat.eto.tech/company/1395-bristol-myers-squibb
General Dynamics,2048,United States,https://www.gd.com/,S&P 500,,North America,Mature,Industrial Goods,"General Dynamics is a defense industry contractor for shipbuilding, marine, combat and defense systems and, munitions.",crunchbase,https://www.crunchbase.com/organization/general-dynamics,2024-05-16,61,63.095238095238095,7.1,1,681,12,1,36,3,0,859,13,38.888888888888886,4.3,10,304,0,2,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,4,1,4,3,0,0,0,4,1,0,3,36,1328,Reston,Virginia,https://parat.eto.tech/company/2048-general-dynamics
Boston Scientific,2235,United States,https://www.bostonscientific.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Boston Scientific is an innovator of medical solutions that improve patient health.,crunchbase,https://www.crunchbase.com/organization/boston-scientific,2024-05-16,19,77.77777777777777,1.1,0,553,4,0,2,0,0,1793,115,-1.1111111111111118,2.7,55,4286,0,0,0,0,0,0,0,0,1,112,0,0,0,2,1,3,0,0,0,76,24,0,0,1,0,7,0,0,0,187,1322,Natick,Massachusetts,https://parat.eto.tech/company/2235-boston-scientific
Baxter International,2230,United States,https://www.baxter.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Baxter International Inc., through its subsidiaries, develops, manufactures and markets products that save and sustain the lives of people.",crunchbase,https://www.crunchbase.com/organization/baxter-international,2024-05-16,34,94.44444444444446,1.7,1,793,7,1,10,3,1,2016,83,119.84126984126983,4.9,25,1687,0,0,2,0,0,0,6,0,0,79,0,0,0,10,4,9,0,9,0,49,17,0,0,2,0,4,2,0,1,116,1292,Deerfield,Illinois,https://parat.eto.tech/company/2230-baxter-international
Nordstrom,2435,United States,https://www.nordstrom.com/,,,North America,Mature,Retailers,Nordstrom is an online fashion retailer that offers a selection of brand names and private label merchandise.,crunchbase,https://www.crunchbase.com/organization/nordstrom,2024-05-16,1,,25.0,0,21,0,1,0,1,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1274,Seattle,Washington,https://parat.eto.tech/company/2435-nordstrom
Huntington Bancshares,2360,United States,https://www.huntington.com/,S&P 500,,North America,Mature,Banking & Investment Services,Huntington National Bank is a public bank that serves both individuals and businesses.,crunchbase,https://www.crunchbase.com/organization/huntington-national-bank,2024-05-16,0,,0.0,0,0,0,0,0,0,0,13,1,,33.3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1250,Columbus,Ohio,https://parat.eto.tech/company/2360-huntington-bancshares
Paychex,2451,United States,http://www.paychex.com,S&P 500,,North America,Mature,Industrial & Commercial Services,"Paychex together with its subsidiaries, provides payroll, human resource, and benefits outsourcing solutions for all businesses.",crunchbase,https://www.crunchbase.com/organization/paychex,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1248,Rochester,New York,https://parat.eto.tech/company/2451-paychex
Molina Healthcare,6972,United States,https://www.molinahealthcare.com/,S&P 500,,North America,Mature,Unknown,"Molina Healthcare, Inc. is a managed care company headquartered in Long Beach, California, United States. The company provides health insurance to individuals through government programs such as Medicaid and Medicare.",wikipedia,https://en.wikipedia.org/wiki/Molina_Healthcare,2024-06-04,0,,0.0,0,0,0,0,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1244,Long Beach,California,https://parat.eto.tech/company/6972-molina-healthcare
Amgen,1570,United States,http://www.amgen.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,Amgen is a biotechnology company that develops and manufactures human therapeutics for various illnesses and diseases.,crunchbase,https://www.crunchbase.com/organization/amgen-2,2024-05-16,74,19.212962962962962,0.8,1,2773,6,6,1,0,1,9520,38,0.0,2.8,5,1344,0,0,1,0,0,0,0,0,2,19,0,0,0,5,3,0,0,8,0,7,8,6,0,0,0,21,1,0,2,475,1240,Thousand Oaks,California,https://parat.eto.tech/company/1570-amgen
Swiss Re,705,Switzerland,http://www.swissre.com,,,Europe,Mature,Insurance,"Swiss Re Group is a wholesale provider of reinsurance, insurance, and other insurance-based forms of risk transfer.",crunchbase,https://www.crunchbase.com/organization/swiss-re,2024-05-16,20,31.111111111111114,7.5,2,883,2,2,2,1,0,268,19,-90.0,26.0,8,73,0,17,9,1,0,0,0,0,0,1,0,0,0,4,2,1,0,5,5,0,2,5,0,4,0,3,8,0,0,331,1236,Zürich,Zurich,https://parat.eto.tech/company/705-swiss-re
Kroger,1813,United States,https://www.kroger.com/,S&P 500,,North America,Mature,Food & Drug Retailing,Kroger is a retail company that operates supermarkets and multi-department stores offering consumer goods.,crunchbase,https:// https://www.crunchbase.com/organization/kroger,2024-05-16,0,,0.0,0,0,0,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1235,Cincinnati,Ohio,https://parat.eto.tech/company/1813-kroger
Marriott International,2405,United States,https://www.marriott.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Marriott International is a leading hospitality company with more than 3,900 properties around the world.",crunchbase,https://www.crunchbase.com/organization/marriott-international,2024-05-16,0,,0.0,0,0,0,0,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1233,Bethesda,Maryland,https://parat.eto.tech/company/2405-marriott-international
SVB Financial,2500,United States,https://www.svb.com/,,,North America,Mature,Banking & Investment Services,"SVB Financial Group offers banking, asset management, wealth management, investment services, and funds management services.",crunchbase,https://www.crunchbase.com/organization/svb-financial-group,2024-05-16,0,,0.0,1,0,0,0,0,0,0,7,1,,5.3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,251,1215,Santa Clara,California,https://parat.eto.tech/company/2500-svb-financial
Ansys,2215,United States,https://www.ansys.com/,S&P 500,,North America,Mature,Software & IT Services,ANSYS develops engineering simulation software used to predict how product designs will behave and how manufacturing processes will operate.,crunchbase,https://www.crunchbase.com/organization/ansys,2024-05-16,87,-2.097902097902098,5.1,8,1497,14,1,8,11,2,1721,31,108.8888888888889,14.0,22,221,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,2,17,2,2,0,0,0,0,0,0,0,32,1206,Canonsburg,Pennsylvania,https://parat.eto.tech/company/2215-ansys
CME Group,2263,United States,https://www.cmegroup.com/,S&P 500,,North America,Mature,Banking & Investment Services,CME Group is a diverse derivatives marketplace that manages risk and capture opportunities.,crunchbase,https://www.crunchbase.com/organization/cme-group,2024-05-16,3,,1.6,1,78,0,0,0,0,0,183,6,16.666666666666668,2.2,5,271,0,6,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,79,1197,Chicago,Illinois,https://parat.eto.tech/company/2263-cme-group
Gap,2334,United States,https://www.gapinc.com/,,,North America,Mature,Retailers,"Gap is a retail company that offers accessories, merchandise apparel, and personal care products for women, men, and children.",crunchbase,https://www.crunchbase.com/organization/gap,2024-05-16,1,,11.1,0,1,1,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1188,San Francisco,California,https://parat.eto.tech/company/2334-gap
J. B. Hunt Transport Services,2377,United States,http://www.jbhunt.com,S&P 500,,North America,Mature,Transportation,J.B. hunt transport is a logistics management services and integrated transportation solutions to major corporations.,crunchbase,https://www.crunchbase.com/organization/j-b-hunt-transport,2024-05-16,1,,50.0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1129,Lowell,Arkansas,https://parat.eto.tech/company/2377-j-b-hunt-transport-services
PG&E Corporation,6976,United States,https://www.pge.com/en.html,S&P 500,,North America,Mature,Unknown,"The Pacific Gas and Electric Company (PG&E) is an American investor-owned utility (IOU). The company is headquartered at 300 Lakeside Drive, in Oakland, California. PG&E provides natural gas and electricity to 5.2 million households in the northern two-thirds of California, from Bakersfield and northern Santa Barbara County, almost to the Oregon and Nevada state lines.",wikipedia,https://en.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company,2024-06-04,6,-100.0,3.0,0,90,0,0,3,0,0,198,2,,7.7,1,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,183,1120,San Francisco,California,https://parat.eto.tech/company/6976-pg-e-corporation
